Dates,12MTH_IMPVOL_100.0%MNY_DF.19,PX_LAST.19
12/5/2000,,1.2143
12/6/2000,,1.0223
12/7/2000,,1.0223
12/8/2000,,1.0759
12/11/2000,,1.0848
12/12/2000,,1.0982
12/13/2000,,1.0714
12/14/2000,,1.0313
12/15/2000,,1.0045
12/18/2000,,1.0179
12/19/2000,,1.0
12/20/2000,,1.0268
12/21/2000,,1.0045
12/22/2000,,1.0714
12/25/2000,,1.0714
12/26/2000,,1.0491
12/27/2000,,1.058
12/28/2000,,1.058
12/29/2000,,1.0625
1/1/2001,,1.0625
1/2/2001,,1.0625
1/3/2001,,1.1696
1/4/2001,,1.2188
1/5/2001,,1.1696
1/8/2001,,1.183
1/9/2001,,1.2277
1/10/2001,,1.183
1/11/2001,,1.2857
1/12/2001,,1.2277
1/15/2001,,1.2277
1/16/2001,,1.2232
1/17/2001,,1.2009
1/18/2001,,1.3348
1/19/2001,,1.3929
1/22/2001,,1.375
1/23/2001,,1.4643
1/24/2001,,1.4643
1/25/2001,,1.4241
1/26/2001,,1.3973
1/29/2001,,1.5491
1/30/2001,,1.5536
1/31/2001,,1.5446
2/1/2001,,1.5089
2/2/2001,,1.4732
2/5/2001,,1.442
2/6/2001,,1.5089
2/7/2001,,1.4821
2/8/2001,,1.4821
2/9/2001,,1.3661
2/12/2001,,1.4063
2/13/2001,,1.3661
2/14/2001,,1.3929
2/15/2001,,1.433
2/16/2001,,1.3571
2/19/2001,,1.3571
2/20/2001,,1.308
2/21/2001,,1.3482
2/22/2001,,1.3438
2/23/2001,,1.3438
2/26/2001,,1.3929
2/27/2001,,1.3839
2/28/2001,,1.3036
3/1/2001,,1.3393
3/2/2001,,1.375
3/5/2001,,1.4554
3/6/2001,,1.5357
3/7/2001,,1.5179
3/8/2001,,1.4866
3/9/2001,,1.4464
3/12/2001,,1.3304
3/13/2001,,1.3973
3/14/2001,,1.4598
3/15/2001,,1.4063
3/16/2001,,1.4018
3/19/2001,,1.4688
3/20/2001,,1.4063
3/21/2001,,1.4375
3/22/2001,,1.5446
3/23/2001,,1.6429
3/26/2001,,1.5557
3/27/2001,,1.6336
3/28/2001,,1.5836
3/29/2001,,1.6093
3/30/2001,,1.5764
4/2/2001,,1.5421
4/3/2001,,1.4457
4/4/2001,,1.3929
4/5/2001,,1.4907
4/6/2001,,1.4707
4/9/2001,,1.4671
4/10/2001,,1.5743
4/11/2001,,1.5571
4/12/2001,,1.6014
4/13/2001,,1.6014
4/16/2001,,1.5314
4/17/2001,,1.4571
4/18/2001,,1.6279
4/19/2001,,1.8371
4/20/2001,,1.7886
4/23/2001,,1.7321
4/24/2001,,1.7164
4/25/2001,,1.7657
4/26/2001,,1.7636
4/27/2001,,1.8714
4/30/2001,,1.8207
5/1/2001,,1.8521
5/2/2001,,1.8993
5/3/2001,,1.7829
5/4/2001,,1.8393
5/7/2001,,1.7829
5/8/2001,,1.755
5/9/2001,,1.7129
5/10/2001,,1.6429
5/11/2001,,1.6321
5/14/2001,,1.6636
5/15/2001,,1.6557
5/16/2001,,1.7214
5/17/2001,,1.6821
5/18/2001,,1.6807
5/21/2001,,1.6829
5/22/2001,,1.6786
5/23/2001,,1.6593
5/24/2001,,1.6571
5/25/2001,,1.6257
5/28/2001,,1.6257
5/29/2001,,1.5336
5/30/2001,,1.4129
5/31/2001,,1.425
6/1/2001,,1.4921
6/4/2001,,1.4757
6/5/2001,,1.4957
6/6/2001,,1.4807
6/7/2001,,1.5471
6/8/2001,,1.5229
6/11/2001,,1.4314
6/12/2001,,1.4507
6/13/2001,,1.4621
6/14/2001,,1.42
6/15/2001,,1.46
6/18/2001,,1.4521
6/19/2001,,1.4421
6/20/2001,,1.5479
6/21/2001,,1.6064
6/22/2001,,1.59
6/25/2001,,1.7136
6/26/2001,,1.6964
6/27/2001,,1.6671
6/28/2001,,1.6814
6/29/2001,,1.6607
7/2/2001,,1.7071
7/3/2001,,1.7029
7/4/2001,,1.7029
7/5/2001,,1.6564
7/6/2001,,1.5736
7/9/2001,,1.6214
7/10/2001,,1.51
7/11/2001,,1.61
7/12/2001,,1.74
7/13/2001,,1.775
7/16/2001,,1.7114
7/17/2001,,1.7929
7/18/2001,,1.485
7/19/2001,,1.4257
7/20/2001,,1.4271
7/23/2001,,1.3957
7/24/2001,,1.3636
7/25/2001,,1.3193
7/26/2001,,1.3279
7/27/2001,,1.3543
7/30/2001,,1.3521
7/31/2001,,1.3421
8/1/2001,,1.3614
8/2/2001,,1.4157
8/3/2001,,1.3929
8/6/2001,,1.3664
8/7/2001,,1.375
8/8/2001,,1.35
8/9/2001,,1.3607
8/10/2001,,1.3586
8/13/2001,,1.3636
8/14/2001,,1.3379
8/15/2001,,1.3171
8/16/2001,,1.3321
8/17/2001,,1.2907
8/20/2001,,1.2943
8/21/2001,,1.28
8/22/2001,,1.3007
8/23/2001,,1.2721
8/24/2001,,1.3264
8/27/2001,,1.3514
8/28/2001,,1.3143
8/29/2001,,1.2736
8/30/2001,,1.2736
8/31/2001,,1.325
9/3/2001,,1.325
9/4/2001,,1.3036
9/5/2001,,1.325
9/6/2001,,1.2657
9/7/2001,,1.2343
9/10/2001,,1.2407
9/11/2001,,1.2407
9/12/2001,,1.2407
9/13/2001,,1.2407
9/14/2001,,1.2407
9/17/2001,,1.2136
9/18/2001,,1.1629
9/19/2001,,1.2157
9/20/2001,,1.12
9/21/2001,,1.1236
9/24/2001,,1.175
9/25/2001,,1.11
9/26/2001,,1.0821
9/27/2001,,1.1079
9/28/2001,,1.1079
10/1/2001,,1.11
10/2/2001,,1.075
10/3/2001,,1.07
10/4/2001,,1.1343
10/5/2001,,1.1529
10/8/2001,,1.1571
10/9/2001,,1.1429
10/10/2001,,1.2014
10/11/2001,,1.2671
10/12/2001,,1.2864
10/15/2001,,1.285
10/16/2001,,1.2864
10/17/2001,,1.2136
10/18/2001,,1.2857
10/19/2001,,1.3071
10/22/2001,,1.3586
10/23/2001,,1.2957
10/24/2001,,1.3536
10/25/2001,,1.3707
10/26/2001,,1.3336
10/29/2001,,1.2593
10/30/2001,,1.2571
10/31/2001,,1.2543
11/1/2001,,1.3279
11/2/2001,,1.3264
11/5/2001,,1.3621
11/6/2001,,1.3979
11/7/2001,,1.3993
11/8/2001,,1.3364
11/9/2001,,1.3364
11/12/2001,,1.3393
11/13/2001,,1.3836
11/14/2001,,1.4007
11/15/2001,,1.3893
11/16/2001,,1.355
11/19/2001,,1.4286
11/20/2001,,1.395
11/21/2001,,1.4057
11/22/2001,,1.4057
11/23/2001,,1.4171
11/26/2001,,1.5264
11/27/2001,,1.5
11/28/2001,,1.4664
11/29/2001,,1.4586
11/30/2001,,1.5214
12/3/2001,,1.5036
12/4/2001,,1.6
12/5/2001,,1.6971
12/6/2001,,1.6271
12/7/2001,,1.61
12/10/2001,,1.61
12/11/2001,,1.5557
12/12/2001,,1.535
12/13/2001,,1.5
12/14/2001,,1.4564
12/17/2001,,1.4729
12/18/2001,,1.5007
12/19/2001,,1.5443
12/20/2001,,1.4764
12/21/2001,,1.5
12/24/2001,,1.5257
12/25/2001,,1.5257
12/26/2001,,1.535
12/27/2001,,1.5764
12/28/2001,,1.6021
12/31/2001,,1.5643
1/1/2002,,1.5643
1/2/2002,,1.6643
1/3/2002,,1.6843
1/4/2002,,1.6921
1/7/2002,,1.6357
1/8/2002,,1.615
1/9/2002,,1.5464
1/10/2002,,1.5164
1/11/2002,,1.5036
1/14/2002,,1.5107
1/15/2002,,1.55
1/16/2002,,1.4843
1/17/2002,,1.6057
1/18/2002,,1.5836
1/21/2002,,1.5836
1/22/2002,,1.5586
1/23/2002,,1.6443
1/24/2002,,1.6579
1/25/2002,,1.6607
1/28/2002,,1.6621
1/29/2002,,1.6479
1/30/2002,,1.7207
1/31/2002,,1.7657
2/1/2002,,1.7436
2/4/2002,,1.8107
2/5/2002,,1.8179
2/6/2002,,1.7621
2/7/2002,,1.7357
2/8/2002,,1.7164
2/11/2002,,1.7843
2/12/2002,,1.765
2/13/2002,,1.7864
2/14/2002,,1.7571
2/15/2002,,1.7071
2/18/2002,,1.7071
2/19/2002,,1.6157
2/20/2002,,1.6521
2/21/2002,,1.5357
2/22/2002,,1.6243
2/25/2002,,1.7007
2/26/2002,,1.6907
2/27/2002,,1.5686
2/28/2002,,1.55
3/1/2002,,1.675
3/4/2002,,1.735
3/5/2002,,1.6807
3/6/2002,,1.7193
3/7/2002,,1.7414
3/8/2002,,1.7614
3/11/2002,,1.79
3/12/2002,,1.7657
3/13/2002,,1.7493
3/14/2002,,1.745
3/15/2002,,1.7821
3/18/2002,,1.7671
3/19/2002,,1.775
3/20/2002,,1.78
3/21/2002,,1.7336
3/22/2002,,1.7207
3/25/2002,,1.6679
3/26/2002,,1.6757
3/27/2002,,1.6764
3/28/2002,,1.6907
3/29/2002,,1.6907
4/1/2002,,1.7471
4/2/2002,,1.7193
4/3/2002,,1.6964
4/4/2002,,1.7786
4/5/2002,,1.7671
4/8/2002,,1.7543
4/9/2002,,1.7214
4/10/2002,,1.7614
4/11/2002,,1.7757
4/12/2002,,1.79
4/15/2002,,1.7857
4/16/2002,,1.8386
4/17/2002,,1.865
4/18/2002,,1.815
4/19/2002,,1.7843
4/22/2002,,1.7521
4/23/2002,,1.7321
4/24/2002,,1.6979
4/25/2002,,1.7229
4/26/2002,,1.6436
4/29/2002,,1.7114
4/30/2002,,1.7336
5/1/2002,,1.7129
5/2/2002,,1.6921
5/3/2002,,1.6793
5/6/2002,,1.6179
5/7/2002,,1.605
5/8/2002,,1.7407
5/9/2002,,1.7279
5/10/2002,,1.6657
5/13/2002,,1.71
5/14/2002,,1.8293
5/15/2002,,1.8057
5/16/2002,,1.8007
5/17/2002,,1.7864
5/20/2002,,1.7671
5/21/2002,,1.6757
5/22/2002,,1.7371
5/23/2002,,1.7986
5/24/2002,,1.725
5/27/2002,,1.725
5/28/2002,,1.7129
5/29/2002,,1.7129
5/30/2002,,1.7286
5/31/2002,,1.6643
6/3/2002,,1.6364
6/4/2002,,1.6271
6/5/2002,,1.6229
6/6/2002,,1.5829
6/7/2002,,1.5286
6/10/2002,,1.5343
6/11/2002,,1.4614
6/12/2002,,1.435
6/13/2002,,1.3957
6/14/2002,,1.4357
6/17/2002,,1.4671
6/18/2002,,1.4393
6/19/2002,,1.2229
6/20/2002,,1.2221
6/21/2002,,1.2036
6/24/2002,,1.2336
6/25/2002,,1.2243
6/26/2002,,1.1821
6/27/2002,,1.2186
6/28/2002,,1.2657
7/1/2002,,1.2186
7/2/2002,,1.21
7/3/2002,,1.2536
7/4/2002,,1.2536
7/5/2002,,1.3386
7/8/2002,,1.2864
7/9/2002,,1.2521
7/10/2002,,1.2371
7/11/2002,,1.3071
7/12/2002,,1.25
7/15/2002,,1.3021
7/16/2002,,1.2757
7/17/2002,,1.1164
7/18/2002,,1.0707
7/19/2002,,1.0686
7/22/2002,,1.0657
7/23/2002,,1.0336
7/24/2002,,1.0857
7/25/2002,,1.0257
7/26/2002,,1.0243
7/29/2002,,1.0729
7/30/2002,,1.1021
7/31/2002,,1.09
8/1/2002,,1.0571
8/2/2002,,1.0321
8/5/2002,,0.9993
8/6/2002,,1.0529
8/7/2002,,1.0737
8/8/2002,,1.0929
8/9/2002,,1.0714
8/12/2002,,1.0707
8/13/2002,,1.0421
8/14/2002,,1.0836
8/15/2002,,1.115
8/16/2002,,1.1293
8/19/2002,,1.1414
8/20/2002,,1.1364
8/21/2002,,1.1514
8/22/2002,,1.1407
8/23/2002,,1.1236
8/26/2002,,1.1093
8/27/2002,,1.0607
8/28/2002,,1.05
8/29/2002,,1.05
8/30/2002,,1.0536
9/2/2002,,1.0536
9/3/2002,,1.0036
9/4/2002,,1.0343
9/5/2002,,1.0129
9/6/2002,,1.0271
9/9/2002,,1.0264
9/10/2002,,1.0236
9/11/2002,,1.0207
9/12/2002,,1.01
9/13/2002,,1.0121
9/16/2002,,1.0357
9/17/2002,,1.0571
9/18/2002,,1.0729
9/19/2002,,1.0414
9/20/2002,,1.0621
9/23/2002,,1.0607
9/24/2002,,1.0457
9/25/2002,,1.0664
9/26/2002,,1.05
9/27/2002,,1.0514
9/30/2002,,1.0357
10/1/2002,,1.0364
10/2/2002,,1.0121
10/3/2002,,1.0214
10/4/2002,,1.0021
10/7/2002,,0.9836
10/8/2002,,0.9777
10/9/2002,,0.9714
10/10/2002,,1.0085
10/11/2002,,1.0364
10/14/2002,,1.055
10/15/2002,,1.0829
10/16/2002,,1.04
10/17/2002,,1.0079
10/18/2002,,1.0243
10/21/2002,,1.04
10/22/2002,,1.05
10/23/2002,,1.0629
10/24/2002,,1.0493
10/25/2002,,1.1014
10/28/2002,,1.115
10/29/2002,,1.1029
10/30/2002,,1.1414
10/31/2002,,1.1479
11/1/2002,,1.1686
11/4/2002,,1.2064
11/5/2002,,1.2071
11/6/2002,,1.23
11/7/2002,,1.1429
11/8/2002,,1.1314
11/11/2002,,1.0829
11/12/2002,,1.1171
11/13/2002,,1.1136
11/14/2002,,1.1643
11/15/2002,,1.1393
11/18/2002,,1.1179
11/19/2002,,1.0907
11/20/2002,,1.1093
11/21/2002,,1.1679
11/22/2002,,1.1436
11/25/2002,,1.1407
11/26/2002,,1.1007
11/27/2002,,1.1229
11/28/2002,,1.1229
11/29/2002,,1.1071
12/2/2002,,1.0843
12/3/2002,,1.0829
12/4/2002,,1.0693
12/5/2002,,1.045
12/6/2002,,1.0679
12/9/2002,,1.0536
12/10/2002,,1.0914
12/11/2002,,1.1064
12/12/2002,,1.085
12/13/2002,,1.0564
12/16/2002,,1.0607
12/17/2002,,1.0771
12/18/2002,,1.0407
12/19/2002,,1.0143
12/20/2002,,1.01
12/23/2002,,1.035
12/24/2002,,1.0257
12/25/2002,,1.0257
12/26/2002,,1.0286
12/27/2002,,1.0043
12/30/2002,,1.005
12/31/2002,,1.0236
1/1/2003,,1.0236
1/2/2003,,1.0571
1/3/2003,,1.0643
1/6/2003,,1.0643
1/7/2003,,1.0607
1/8/2003,,1.0393
1/9/2003,,1.0486
1/10/2003,,1.0514
1/13/2003,,1.045
1/14/2003,,1.0436
1/15/2003,,1.0307
1/16/2003,,1.0443
1/17/2003,,1.0071
1/20/2003,,1.0071
1/21/2003,,1.0014
1/22/2003,,0.9914
1/23/2003,,1.0121
1/24/2003,,0.9857
1/27/2003,,1.0093
1/28/2003,,1.0414
1/29/2003,,1.0664
1/30/2003,,1.0229
1/31/2003,,1.0257
2/3/2003,,1.0471
2/4/2003,,1.0429
2/5/2003,,1.0321
2/6/2003,,1.0307
2/7/2003,,1.0107
2/10/2003,,1.025
2/11/2003,,1.025
2/12/2003,,1.0279
2/13/2003,,1.0386
2/14/2003,,1.0479
2/17/2003,,1.0479
2/18/2003,,1.0907
2/19/2003,,1.0607
2/20/2003,,1.055
2/21/2003,,1.0714
2/24/2003,,1.0529
2/25/2003,,1.0729
2/26/2003,,1.0357
2/27/2003,,1.0614
2/28/2003,,1.0721
3/3/2003,,1.0464
3/4/2003,,1.04
3/5/2003,,1.0443
3/6/2003,,1.04
3/7/2003,,1.0379
3/10/2003,,1.0264
3/11/2003,,1.0164
3/12/2003,,1.0157
3/13/2003,,1.0514
3/14/2003,,1.0557
3/17/2003,,1.0721
3/18/2003,,1.0714
3/19/2003,,1.0679
3/20/2003,,1.065
3/21/2003,,1.0714
3/24/2003,,1.0264
3/25/2003,,1.0393
3/26/2003,,1.0293
3/27/2003,,1.035
3/28/2003,,1.0407
3/31/2003,,1.01
4/1/2003,,1.0114
4/2/2003,,1.0429
4/3/2003,,1.0329
4/4/2003,,1.0293
4/7/2003,,1.035
4/8/2003,,1.0321
4/9/2003,,1.0136
4/10/2003,,1.0264
4/11/2003,,0.9429
4/14/2003,,0.97
4/15/2003,,0.9564
4/16/2003,,0.9457
4/17/2003,,0.9371
4/18/2003,,0.9371
4/21/2003,,0.9386
4/22/2003,,0.965
4/23/2003,,0.97
4/24/2003,,0.96
4/25/2003,,0.9536
4/28/2003,,0.99
4/29/2003,,1.0043
4/30/2003,,1.0157
5/1/2003,,1.0257
5/2/2003,,1.0321
5/5/2003,,1.1493
5/6/2003,,1.25
5/7/2003,,1.2607
5/8/2003,,1.2857
5/9/2003,,1.3071
5/12/2003,,1.3257
5/13/2003,,1.3336
5/14/2003,,1.325
5/15/2003,,1.3379
5/16/2003,,1.3429
5/19/2003,,1.2929
5/20/2003,,1.2707
5/21/2003,,1.275
5/22/2003,,1.3029
5/23/2003,,1.3086
5/26/2003,,1.3086
5/27/2003,,1.3486
5/28/2003,,1.3057
5/29/2003,,1.2929
5/30/2003,,1.2821
6/2/2003,,1.2464
6/3/2003,,1.2364
6/4/2003,,1.2571
6/5/2003,,1.26
6/6/2003,,1.225
6/9/2003,,1.1993
6/10/2003,,1.2271
6/11/2003,,1.2464
6/12/2003,,1.2693
6/13/2003,,1.2443
6/16/2003,,1.305
6/17/2003,,1.2993
6/18/2003,,1.3657
6/19/2003,,1.3671
6/20/2003,,1.3714
6/23/2003,,1.3614
6/24/2003,,1.3414
6/25/2003,,1.3636
6/26/2003,,1.3779
6/27/2003,,1.3379
6/30/2003,,1.3614
7/1/2003,,1.3636
7/2/2003,,1.3764
7/3/2003,,1.3664
7/4/2003,,1.3664
7/7/2003,,1.4193
7/8/2003,,1.4571
7/9/2003,,1.4207
7/10/2003,,1.3986
7/11/2003,,1.4179
7/14/2003,,1.4214
7/15/2003,,1.4007
7/16/2003,,1.4193
7/17/2003,,1.4929
7/18/2003,,1.4899
7/21/2003,,1.4721
7/22/2003,,1.4857
7/23/2003,,1.485
7/24/2003,,1.465
7/25/2003,,1.5386
7/28/2003,,1.4993
7/29/2003,,1.48
7/30/2003,,1.4486
7/31/2003,,1.5057
8/1/2003,,1.4807
8/4/2003,,1.515
8/5/2003,,1.4557
8/6/2003,,1.4021
8/7/2003,,1.4236
8/8/2003,,1.4029
8/11/2003,,1.4043
8/12/2003,,1.4071
8/13/2003,,1.4414
8/14/2003,,1.4264
8/15/2003,,1.4079
8/18/2003,,1.4529
8/19/2003,,1.4514
8/20/2003,,1.5007
8/21/2003,,1.5486
8/22/2003,,1.4914
8/25/2003,,1.49
8/26/2003,,1.5036
8/27/2003,,1.5343
8/28/2003,,1.585
8/29/2003,,1.615
9/1/2003,,1.615
9/2/2003,,1.6321
9/3/2003,,1.6393
9/4/2003,,1.6307
9/5/2003,,1.6071
9/8/2003,,1.6243
9/9/2003,,1.5979
9/10/2003,,1.5843
9/11/2003,,1.6114
9/12/2003,,1.65
9/15/2003,,1.5864
9/16/2003,,1.5971
9/17/2003,,1.58
9/18/2003,,1.6343
9/19/2003,,1.6129
9/22/2003,,1.5771
9/23/2003,,1.6021
9/24/2003,,1.5229
9/25/2003,,1.4593
9/26/2003,,1.4779
9/29/2003,,1.5214
9/30/2003,,1.48
10/1/2003,,1.485
10/2/2003,,1.4693
10/3/2003,,1.5493
10/6/2003,,1.5921
10/7/2003,,1.6586
10/8/2003,,1.6471
10/9/2003,,1.675
10/10/2003,,1.6914
10/13/2003,,1.7393
10/14/2003,,1.7536
10/15/2003,,1.7729
10/16/2003,,1.6607
10/17/2003,,1.625
10/20/2003,,1.6586
10/21/2003,,1.6557
10/22/2003,,1.6257
10/23/2003,,1.6421
10/24/2003,,1.6143
10/27/2003,,1.6143
10/28/2003,,1.6943
10/29/2003,,1.6921
10/30/2003,,1.6493
10/31/2003,,1.635
11/3/2003,,1.6536
11/4/2003,,1.6364
11/5/2003,,1.645
11/6/2003,,1.6514
11/7/2003,,1.6071
11/10/2003,,1.5643
11/11/2003,,1.5386
11/12/2003,,1.595
11/13/2003,,1.6014
11/14/2003,,1.5329
11/17/2003,,1.5093
11/18/2003,,1.4579
11/19/2003,,1.4586
11/20/2003,,1.4554
11/21/2003,,1.4486
11/24/2003,,1.5107
11/25/2003,,1.4771
11/26/2003,,1.48
11/27/2003,,1.48
11/28/2003,,1.4936
12/1/2003,,1.5507
12/2/2003,,1.5386
12/3/2003,,1.5021
12/4/2003,,1.5107
12/5/2003,,1.4893
12/8/2003,,1.5036
12/9/2003,,1.4607
12/10/2003,,1.4557
12/11/2003,,1.515
12/12/2003,,1.4921
12/15/2003,,1.4407
12/16/2003,,1.4371
12/17/2003,,1.42
12/18/2003,,1.4314
12/19/2003,,1.4071
12/22/2003,,1.4179
12/23/2003,,1.415
12/24/2003,,1.4579
12/25/2003,,1.4579
12/26/2003,,1.4843
12/29/2003,,1.5107
12/30/2003,,1.52
12/31/2003,,1.5264
1/1/2004,,1.5264
1/2/2004,,1.52
1/5/2004,,1.5836
1/6/2004,,1.5779
1/7/2004,,1.6136
1/8/2004,,1.6686
1/9/2004,,1.6429
1/12/2004,,1.695
1/13/2004,,1.7229
1/14/2004,,1.7286
1/15/2004,,1.6321
1/16/2004,,1.6229
1/19/2004,,1.6229
1/20/2004,,1.6236
1/21/2004,,1.615
1/22/2004,,1.5843
1/23/2004,,1.6114
1/26/2004,,1.6436
1/27/2004,,1.6479
1/28/2004,,1.6086
1/29/2004,,1.62
1/30/2004,,1.6114
2/2/2004,,1.5943
2/3/2004,,1.59
2/4/2004,,1.5564
2/5/2004,,1.6014
2/6/2004,,1.6221
2/9/2004,,1.6191
2/10/2004,,1.6414
2/11/2004,,1.7
2/12/2004,,1.695
2/13/2004,,1.6429
2/16/2004,,1.6429
