Dates,12MTH_IMPVOL_100.0%MNY_DF.8,PX_LAST.8,12MTH_IMPVOL_100.0%MNY_DF.18,PX_LAST.18
1/3/2000,,53.7247,,
1/4/2000,,51.988,,
1/5/2000,,53.7247,,
1/6/2000,,53.1085,,
1/7/2000,,52.7163,,
1/10/2000,,52.4362,,
1/11/2000,,51.9425,,
1/12/2000,,50.1953,,
1/13/2000,,49.8032,,
1/14/2000,,50.4754,,
1/17/2000,,50.4754,,
1/18/2000,,52.6603,,
1/19/2000,,51.6519,,
1/20/2000,,52.8844,,
1/21/2000,,53.8367,,
1/24/2000,,53.8928,,
1/25/2000,,52.4362,,
1/26/2000,,51.7639,,
1/27/2000,,52.2121,,
1/28/2000,,51.6519,,
1/31/2000,,55.5174,,
2/1/2000,,53.3886,,
2/2/2000,,53.1645,,
2/3/2000,,52.3802,,
2/4/2000,,52.4922,,
2/7/2000,,53.5566,,
2/8/2000,,52.8844,,
2/9/2000,,51.82,,
2/10/2000,,51.1477,,
2/11/2000,,50.1953,,
2/14/2000,,49.5791,,
2/15/2000,,48.6267,,
2/16/2000,,49.355,,
2/17/2000,,48.1786,,
2/18/2000,,46.4979,,
2/21/2000,,46.4979,,
2/22/2000,,46.833999999999996,,
2/23/2000,,45.0414,,
2/24/2000,,43.0246,,
2/25/2000,,42.6324,,
2/28/2000,,44.7052,,
2/29/2000,,43.8649,,
3/1/2000,,49.243,,
3/2/2000,,49.5231,,
3/3/2000,,49.5791,,
3/6/2000,,51.0917,,
3/7/2000,,49.8592,,
3/8/2000,,50.6435,,
3/9/2000,,52.5482,,
3/10/2000,,51.3718,,
3/13/2000,,51.2597,,
3/14/2000,,50.2514,,
3/15/2000,,50.2514,,
3/16/2000,,51.876000000000005,,
3/17/2000,,53.0524,,
3/20/2000,,52.9964,,
3/21/2000,,52.7723,,
3/22/2000,,51.876000000000005,,
3/23/2000,,53.4446,,
3/24/2000,,53.3325,,
3/27/2000,,54.3409,,4.125
3/28/2000,,54.2289,,4.016
3/29/2000,,55.5734,,4.0
3/30/2000,,54.9012,,3.844
3/31/2000,,54.7891,,3.391
4/3/2000,,56.5258,,3.438
4/4/2000,,57.141999999999996,,3.5
4/5/2000,,56.6378,,3.484
4/6/2000,,58.4305,,3.5780000000000003
4/7/2000,,57.9263,,3.609
4/10/2000,,56.6378,,3.641
4/11/2000,,57.4221,,3.5780000000000003
4/12/2000,,57.7022,,3.5780000000000003
4/13/2000,,56.5258,,3.611
4/14/2000,,54.7891,,3.609
4/17/2000,,54.3409,,3.563
4/18/2000,,54.397,,3.516
4/19/2000,,55.3493,,3.594
4/20/2000,,54.0048,,3.656
4/21/2000,,54.0048,,3.656
4/24/2000,,55.5174,,3.563
4/25/2000,,56.4137,,3.766
4/26/2000,,55.1252,,3.8280000000000003
4/27/2000,,53.7807,,3.7030000000000003
4/28/2000,,53.7807,,3.75
5/1/2000,,51.988,,3.688
5/2/2000,,49.299,,3.641
5/3/2000,,49.6911,,3.563
5/4/2000,,48.2346,,3.688
5/5/2000,,48.3466,,3.781
5/8/2000,,48.8158,,3.813
5/9/2000,,48.3782,,3.75
5/10/2000,,48.0665,,3.7969999999999997
5/11/2000,,49.0609,,3.734
5/12/2000,,47.5063,,3.9219999999999997
5/15/2000,,49.355,,4.093999999999999
5/16/2000,,49.5231,,4.125
5/17/2000,,48.6267,,4.0
5/18/2000,,48.2906,,3.891
5/19/2000,,47.1702,,3.8280000000000003
5/22/2000,,46.8901,,3.891
5/23/2000,,45.5455,,3.906
5/24/2000,,46.2178,,4.109
5/25/2000,,45.3775,,4.328
5/26/2000,,46.3299,,4.5
5/29/2000,,46.3299,,4.5
5/30/2000,,47.1142,,4.938
5/31/2000,,47.3943,,5.078
6/1/2000,,47.965,,4.968999999999999
6/2/2000,,48.0665,,4.797
6/5/2000,,47.5063,,4.531000000000001
6/6/2000,,48.4587,,4.281000000000001
6/7/2000,,48.4587,,4.625
6/8/2000,,48.9629,,4.625
6/9/2000,,48.3466,,4.625
6/12/2000,,48.2346,,4.656000000000001
6/13/2000,,49.6911,,4.593999999999999
6/14/2000,,51.4278,,4.609
6/15/2000,,50.6995,,4.578
6/16/2000,,49.355,,4.5
6/19/2000,,51.0917,,4.531000000000001
6/20/2000,,51.4838,,4.453
6/21/2000,,50.9236,,4.75
6/22/2000,,52.1561,,4.859
6/23/2000,,51.4278,,4.968999999999999
6/26/2000,,49.7472,,4.968999999999999
6/27/2000,,48.0665,,4.781000000000001
6/28/2000,,47.1527,,5.109
6/29/2000,,46.1618,,5.063
6/30/2000,,45.5455,,4.629
7/3/2000,,49.299,,5.141
7/4/2000,,49.299,,5.141
7/5/2000,,48.7948,,4.922
7/6/2000,,48.2346,,5.063
7/7/2000,,49.6351,,5.125
7/10/2000,,49.0189,,5.313
7/11/2000,,47.1142,,5.5
7/12/2000,,46.722,,5.531000000000001
7/13/2000,,46.1618,,5.813
7/14/2000,,44.3691,,5.734
7/17/2000,,44.3691,,5.702999999999999
7/18/2000,,43.7529,,5.968999999999999
7/19/2000,,42.1282,,6.047000000000001
7/20/2000,,39.6633,,6.016
7/21/2000,,43.0246,,6.218999999999999
7/24/2000,,43.6968,,6.188
7/25/2000,,43.5288,,6.125
7/26/2000,,42.1282,,5.984
7/27/2000,,42.1282,,5.875
7/28/2000,,42.1282,,5.766
7/31/2000,,41.9041,,5.452999999999999
8/1/2000,,42.9686,,5.656000000000001
8/2/2000,,42.9125,,5.702999999999999
8/3/2000,,43.0246,,5.781000000000001
8/4/2000,,42.0722,,5.75
8/7/2000,,42.9125,,5.656000000000001
8/8/2000,,38.0947,,5.625
8/9/2000,,36.1899,,5.531000000000001
8/10/2000,,37.7585,,5.422000000000001
8/11/2000,,37.1983,,5.609
8/14/2000,,38.0947,,5.641
8/15/2000,,37.6465,,5.702999999999999
8/16/2000,,37.4224,,5.718999999999999
8/17/2000,,36.5261,,5.688
8/18/2000,,38.0387,,5.625
8/21/2000,,38.3748,,5.797000000000001
8/22/2000,,37.4224,,5.718999999999999
8/23/2000,,36.302,,5.718999999999999
8/24/2000,,37.3104,,5.688
8/25/2000,,38.6549,,5.672000000000001
8/28/2000,,39.2711,,5.734
8/29/2000,,38.4308,,5.984
8/30/2000,,39.6633,,6.093999999999999
8/31/2000,,39.005,,6.563
9/1/2000,,39.4952,,5.656000000000001
9/4/2000,,39.4952,,5.656000000000001
9/5/2000,,38.991,,5.656000000000001
9/6/2000,,38.2067,,5.609
9/7/2000,,39.1031,,5.656000000000001
9/8/2000,,39.7193,,5.563
9/11/2000,,40.3916,,5.577999999999999
9/12/2000,,40.2235,,5.563
9/13/2000,,38.879,,5.25
9/14/2000,,38.991,,5.343999999999999
9/15/2000,,39.8874,,5.218999999999999
9/18/2000,,38.879,,4.938
9/19/2000,,39.1521,,4.968999999999999
9/20/2000,,37.6465,,5.047
9/21/2000,,36.9742,,4.968999999999999
9/22/2000,,38.935,,5.063
9/25/2000,,38.6549,,5.109
9/26/2000,,38.879,,5.156000000000001
9/27/2000,,38.935,,5.125
9/28/2000,,42.3523,,5.25
9/29/2000,,43.4167,,5.452999999999999
10/2/2000,,42.4644,,5.047
10/3/2000,,42.6884,,5.031000000000001
10/4/2000,,44.3131,,4.984
10/5/2000,,46.4979,,5.141
10/6/2000,,45.1534,,5.281000000000001
10/9/2000,,44.4811,,5.172000000000001
10/10/2000,,43.5288,,5.156000000000001
10/11/2000,,41.623999999999995,,5.202999999999999
10/12/2000,,41.1759,,5.266
10/13/2000,,41.6801,,5.593999999999999
10/16/2000,,41.623999999999995,,5.516
10/17/2000,,43.3607,,5.688
10/18/2000,,42.8565,,5.734
10/19/2000,,43.0806,,5.859
10/20/2000,,43.4167,,5.813
10/23/2000,,44.5372,,5.922000000000001
10/24/2000,,44.9853,,6.047000000000001
10/25/2000,,44.7052,,5.968999999999999
10/26/2000,,45.7136,,5.827999999999999
10/27/2000,,47.5623,,5.75
10/30/2000,,49.6351,,5.734
10/31/2000,,51.82,,3.359
11/1/2000,,49.9713,,3.25
11/2/2000,,51.7639,,3.5469999999999997
11/3/2000,,51.0917,,3.7969999999999997
11/6/2000,,49.8032,,3.75
11/7/2000,,49.243,,3.813
11/8/2000,,49.355,,3.859
11/9/2000,,50.1953,,3.7969999999999997
11/10/2000,,50.5875,,3.6719999999999997
11/13/2000,,51.0357,,3.5780000000000003
11/14/2000,,49.9713,,3.484
11/15/2000,,48.5707,,3.5469999999999997
11/16/2000,,48.2346,,3.563
11/17/2000,,46.4979,,3.5469999999999997
11/20/2000,,46.833999999999996,,3.438
11/21/2000,,47.0021,,3.734
11/22/2000,,47.5063,,3.906
11/23/2000,,47.5063,,3.906
11/24/2000,,47.2822,,4.0
11/27/2000,,48.1225,,3.984
11/28/2000,,49.299,,4.016
11/29/2000,,50.0273,,4.031000000000001
11/30/2000,,50.3634,,4.016
12/1/2000,,50.2514,,4.109
12/4/2000,,51.0917,,3.969
12/5/2000,,51.7639,,4.078
12/6/2000,,52.6603,,3.969
12/7/2000,,51.876000000000005,,4.016
12/8/2000,,50.3634,,4.218999999999999
12/11/2000,,49.411,,4.141
12/12/2000,,49.6351,,4.0
12/13/2000,,51.5959,,3.9530000000000003
12/14/2000,,50.8676,,3.766
12/15/2000,,49.5791,,3.9530000000000003
12/18/2000,,50.0273,,3.938
12/19/2000,,46.4979,,4.203
12/20/2000,,44.9293,,4.125
12/21/2000,,43.7529,,4.141
12/22/2000,,43.1366,,4.188
12/25/2000,,43.1366,,4.188
12/26/2000,,44.5932,,4.156000000000001
12/27/2000,,45.3215,,4.203
12/28/2000,,43.8649,,4.343999999999999
12/29/2000,,44.9293,,4.438
1/1/2001,,44.9293,,4.438
1/2/2001,,45.0414,,4.343999999999999
1/3/2001,,47.6183,,4.578
1/4/2001,,49.0189,,4.563
1/5/2001,,48.9068,,4.218999999999999
1/8/2001,,48.6267,,4.25
1/9/2001,,49.7472,,4.359
1/10/2001,,50.3634,,4.5
1/11/2001,,49.9713,,4.453
1/12/2001,,49.7472,,4.484
1/15/2001,,49.7472,,4.484
1/16/2001,,48.7388,,4.5
1/17/2001,,48.3466,,4.484
1/18/2001,,49.9713,,4.563
1/19/2001,,49.6351,,4.391
1/22/2001,,48.3466,,4.468999999999999
1/23/2001,,48.2346,,4.438
1/24/2001,,46.4979,,4.5
1/25/2001,,45.8817,,4.468999999999999
1/26/2001,,46.4979,,4.343999999999999
1/29/2001,,47.7573,,4.5680000000000005
1/30/2001,,48.3041,,4.6
1/31/2001,,49.2542,,4.563
2/1/2001,,49.299,,4.613
2/2/2001,,46.61,,4.625
2/5/2001,,47.0581,,4.485
2/6/2001,,48.7612,,4.3180000000000005
2/7/2001,,47.4615,,4.625
2/8/2001,,47.6408,,4.735
2/9/2001,,47.0492,,4.863
2/12/2001,,47.9097,,5.375
2/13/2001,,48.5819,,5.035
2/14/2001,,46.7892,,5.05
2/15/2001,,46.7086,,5.25
2/16/2001,,47.0761,,5.1579999999999995
2/19/2001,,47.0761,,5.1579999999999995
2/20/2001,,46.117,,5.19
2/21/2001,,43.9209,,5.2
2/22/2001,,43.9209,,5.32
2/23/2001,,44.0285,,5.15
2/26/2001,,45.6688,,5.25
2/27/2001,,45.5792,,5.438
2/28/2001,,44.3691,,5.2379999999999995
3/1/2001,,43.419,,5.308
3/2/2001,,44.3781,,5.063
3/5/2001,,43.1411,,4.995
3/6/2001,,43.1321,,4.995
3/7/2001,,42.8095,,4.775
3/8/2001,,44.145,,4.838
3/9/2001,,42.7915,,4.785
3/12/2001,,42.5406,,4.788
3/13/2001,,44.0823,,4.963
3/14/2001,,42.0386,,4.965
3/15/2001,,43.0694,,4.88
3/16/2001,,42.424,,4.85
3/19/2001,,43.8134,,4.8
3/20/2001,,42.1641,,4.66
3/21/2001,,41.3305,,4.62
3/22/2001,,41.2319,,4.5
3/23/2001,,42.0834,,4.45
3/26/2001,,43.0246,,4.475
3/27/2001,,44.9159,,4.618
3/28/2001,,42.2985,,4.485
3/29/2001,,43.2038,,4.878
3/30/2001,,44.1898,,4.9
4/2/2001,,43.6072,,4.853
4/3/2001,,42.666000000000004,,4.6
4/4/2001,,43.8313,,4.713
4/5/2001,,44.3691,,4.775
4/6/2001,,44.3243,,4.875
4/9/2001,,45.0414,,4.838
4/10/2001,,45.7495,,4.783
4/11/2001,,45.2206,,4.603
4/12/2001,,46.6817,,4.62
4/13/2001,,46.6817,,4.62
4/16/2001,,46.61,,4.663
4/17/2001,,47.4167,,4.775
4/18/2001,,47.7394,,4.75
4/19/2001,,47.9545,,5.0
4/20/2001,,47.5601,,4.995
4/23/2001,,47.4256,,5.0
4/24/2001,,47.336000000000006,,4.988
4/25/2001,,49.4603,,4.94
4/26/2001,,49.7382,,4.91
4/27/2001,,49.9264,,5.525
4/30/2001,,49.3617,,5.412999999999999
5/1/2001,,50.8138,,5.6
5/2/2001,,51.0021,,5.525
5/3/2001,,50.0161,,5.547999999999999
5/4/2001,,50.0161,,5.763
5/7/2001,,50.9393,,5.615
5/8/2001,,49.8368,,5.6979999999999995
5/9/2001,,48.2413,,5.627999999999999
5/10/2001,,47.8738,,5.622999999999999
5/11/2001,,47.7662,,5.575
5/14/2001,,48.2772,,5.742999999999999
5/15/2001,,48.4026,,5.837999999999999
5/16/2001,,49.2094,,5.94
5/17/2001,,48.1606,,6.0
5/18/2001,,48.5461,,5.955
5/21/2001,,49.0032,,6.0
5/22/2001,,48.7881,,5.763
5/23/2001,,48.1337,,5.882999999999999
5/24/2001,,48.3309,,5.75
5/25/2001,,48.3758,,5.645
5/28/2001,,48.3758,,5.645
5/29/2001,,48.8777,,5.595
5/30/2001,,48.4026,,5.5
5/31/2001,,49.1645,,5.792999999999999
6/1/2001,,49.0659,,5.965
6/4/2001,,49.6575,,6.018
6/5/2001,,49.7472,,6.162999999999999
6/6/2001,,48.7881,,6.25
6/7/2001,,47.7752,,6.292999999999999
6/8/2001,,47.9545,,6.263
6/11/2001,,48.2323,,6.2
6/12/2001,,48.7164,,6.115
6/13/2001,,48.0441,,6.095
6/14/2001,,47.82,,5.995
6/15/2001,,47.0133,,5.97
6/18/2001,,46.7803,,6.007999999999999
6/19/2001,,46.6996,,6.03
6/20/2001,,47.2733,,6.135
6/21/2001,,47.6856,,6.165
6/22/2001,,47.1029,,6.175
6/25/2001,,46.4307,,6.172999999999999
6/26/2001,,47.5063,,6.27
6/27/2001,,46.8789,,6.37
6/28/2001,,48.0531,,6.375
6/29/2001,,47.9545,,6.59
7/2/2001,,48.7343,,6.575
7/3/2001,,49.2811,,6.563
7/4/2001,,49.2811,,6.563
7/5/2001,,48.4026,,6.535
7/6/2001,,47.7483,,6.37
7/9/2001,,48.4026,,6.608
7/10/2001,,49.4783,,6.655
7/11/2001,,50.0519,,6.66
7/12/2001,,49.7023,,6.74
7/13/2001,,49.5231,,6.945
7/16/2001,,50.1057,,6.535
7/17/2001,,50.6166,,6.57
7/18/2001,,50.3836,,6.468
7/19/2001,,51.2351,,6.013
7/20/2001,,50.3119,,5.787999999999999
7/23/2001,,49.299,,5.76
7/24/2001,,48.4564,,5.97
7/25/2001,,50.043,,5.8629999999999995
7/26/2001,,50.3836,,6.028
7/27/2001,,50.3119,,6.25
7/30/2001,,50.2133,,6.212999999999999
7/31/2001,,48.5371,,6.195
8/1/2001,,49.9623,,6.225
8/2/2001,,48.8508,,6.023
8/3/2001,,48.1158,,5.9879999999999995
8/6/2001,,47.7483,,6.07
8/7/2001,,48.0172,,6.095
8/8/2001,,47.5511,,6.087999999999999
8/9/2001,,47.2822,,5.995
8/10/2001,,48.3399,,5.962999999999999
8/13/2001,,48.08,,6.037999999999999
8/14/2001,,48.1158,,6.265
8/15/2001,,47.4167,,6.308
8/16/2001,,47.7752,,6.245
8/17/2001,,47.0581,,6.3629999999999995
8/20/2001,,47.7752,,6.505
8/21/2001,,47.7752,,6.32
8/22/2001,,47.093999999999994,,6.388
8/23/2001,,46.61,,6.497999999999999
8/24/2001,,46.7086,,6.438
8/27/2001,,46.0273,,6.412999999999999
8/28/2001,,45.3282,,6.285
8/29/2001,,44.8173,,6.525
8/30/2001,,45.0234,,6.57
8/31/2001,,44.8173,,6.5729999999999995
9/3/2001,,44.8173,,6.5729999999999995
9/4/2001,,44.7725,,6.5
9/5/2001,,44.6828,,6.505
9/6/2001,,43.9568,,6.5
9/7/2001,,43.9657,,6.515
9/10/2001,,45.4447,,6.412999999999999
9/11/2001,,45.4447,,6.412999999999999
9/12/2001,,45.4447,,6.412999999999999
9/13/2001,,45.4447,,6.412999999999999
9/14/2001,,45.4447,,6.412999999999999
9/17/2001,,44.638000000000005,,6.205
9/18/2001,,46.3411,,5.938
9/19/2001,,48.313,,5.815
9/20/2001,,47.7304,,5.507999999999999
9/21/2001,,45.3999,,5.412999999999999
9/24/2001,,46.61,,5.25
9/25/2001,,48.3578,,5.28
9/26/2001,,48.1696,,5.513
9/27/2001,,48.0441,,5.58
9/28/2001,,48.5012,,5.6
10/1/2001,,49.5679,,5.818
10/2/2001,,49.9264,,5.965
10/3/2001,,49.1735,,5.813
10/4/2001,,49.2542,,6.0329999999999995
10/5/2001,,48.815,,6.063
10/8/2001,,48.8419,,6.103
10/9/2001,,48.806000000000004,,6.037999999999999
10/10/2001,,48.4923,,6.075
10/11/2001,,47.3719,,6.175
10/12/2001,,46.8789,,6.122999999999999
10/15/2001,,46.7982,,6.023
10/16/2001,,46.6996,,6.175
10/17/2001,,47.1926,,6.162999999999999
10/18/2001,,46.6996,,6.27
10/19/2001,,46.9237,,6.565
10/22/2001,,45.857,,6.505
10/23/2001,,44.6918,,6.587999999999999
10/24/2001,,44.9069,,6.575
10/25/2001,,44.9876,,6.725
10/26/2001,,45.364,,6.49
10/29/2001,,44.9876,,6.162999999999999
10/30/2001,,44.1898,,6.275
10/31/2001,,44.647,,6.35
11/1/2001,,45.8391,,6.4879999999999995
11/2/2001,,46.0273,,6.555
11/5/2001,,45.8929,,6.47
11/6/2001,,45.2206,,6.425
11/7/2001,,44.6828,,6.263
11/8/2001,,44.7635,,6.263
11/9/2001,,44.9786,,6.315
11/12/2001,,44.3691,,6.35
11/13/2001,,43.8223,,6.23
11/14/2001,,44.145,,6.07
11/15/2001,,45.5792,,5.922999999999999
11/16/2001,,45.0862,,5.853
11/19/2001,,44.7276,,5.837999999999999
11/20/2001,,44.1002,,6.1
11/21/2001,,43.912,,6.25
11/22/2001,,43.912,,6.25
11/23/2001,,43.9209,,6.3
11/26/2001,,43.7865,,6.425
11/27/2001,,43.0246,,6.225
11/28/2001,,42.8901,,6.235
11/29/2001,,42.5406,,6.433
11/30/2001,,42.1282,,6.313
12/3/2001,,42.5495,,6.117999999999999
12/4/2001,,43.0067,,6.388
12/5/2001,,43.159,,6.355
12/6/2001,,43.5265,,6.405
12/7/2001,,42.8991,,6.457999999999999
12/10/2001,,43.3024,,6.17
12/11/2001,,42.8991,,6.513
12/12/2001,,42.4599,,6.62
12/13/2001,,42.6033,,6.725
12/14/2001,,42.3075,,6.672999999999999
12/17/2001,,43.3473,,7.1
12/18/2001,,43.0694,,7.115
12/19/2001,,43.4279,,6.92
12/20/2001,,43.2666,,6.888
12/21/2001,,42.2627,,6.86
12/24/2001,,42.3075,,7.155
12/25/2001,,42.3075,,7.155
12/26/2001,,42.3075,,7.138
12/27/2001,,43.3921,,6.903
12/28/2001,,43.2666,,7.19
12/31/2001,,42.5406,,6.9079999999999995
1/1/2002,,42.5406,,6.9079999999999995
1/2/2002,,43.4638,,6.85
1/3/2002,,44.9069,,6.763
1/4/2002,,45.364,,6.837999999999999
1/7/2002,,45.0862,,6.827999999999999
1/8/2002,,44.638000000000005,,6.825
1/9/2002,,43.8134,,6.75
1/10/2002,,44.2526,,6.7
1/11/2002,,44.5484,,6.46
1/14/2002,,45.0951,,6.513
1/15/2002,,44.8979,,6.625
1/16/2002,,44.2346,,6.507999999999999
1/17/2002,,44.6559,,6.507999999999999
1/18/2002,,43.8313,,6.5
1/21/2002,,43.8313,,6.5
1/22/2002,,43.2935,,6.542999999999999
1/23/2002,,44.0554,,6.688
1/24/2002,,43.1142,,6.66
1/25/2002,,42.8722,,6.752999999999999
1/28/2002,,43.168,,6.843
1/29/2002,,41.9669,,6.7379999999999995
1/30/2002,,41.3036,,6.837999999999999
1/31/2002,,41.5456,,6.733
2/1/2002,,41.7697,,6.885
2/4/2002,,40.8733,,6.412999999999999
2/5/2002,,40.3445,,6.365
2/6/2002,,38.9014,,7.0
2/7/2002,,39.8874,,7.098
2/8/2002,,40.5148,,7.25
2/11/2002,,40.8106,,7.382999999999999
2/12/2002,,40.6313,,7.0
2/13/2002,,40.6044,,7.075
2/14/2002,,40.8196,,7.1
2/15/2002,,40.8823,,6.912999999999999
2/18/2002,,40.8823,,6.912999999999999
2/19/2002,,40.9719,,6.75
2/20/2002,,41.7787,,7.212999999999999
2/21/2002,,39.8426,,6.85
2/22/2002,,40.6044,,7.245
2/25/2002,,41.8504,,6.888
2/26/2002,,42.1372,,6.91
2/27/2002,,42.2537,,7.015
2/28/2002,,41.949,,7.132999999999999
3/1/2002,,43.5534,,6.938
3/4/2002,,42.9618,,6.858
3/5/2002,,42.4868,,6.928
3/6/2002,,43.1052,,7.0329999999999995
3/7/2002,,42.6481,,6.962999999999999
3/8/2002,,41.8055,,6.955
3/11/2002,,42.1462,,6.768
3/12/2002,,42.5406,,7.025
3/13/2002,,42.9081,,6.925
3/14/2002,,42.8901,,6.935
3/15/2002,,42.7557,,6.935
3/18/2002,,42.684,,6.975
3/19/2002,,42.7467,,7.0
3/20/2002,,43.1232,,6.898
3/21/2002,,42.1551,,7.0
3/22/2002,,40.8823,,6.912999999999999
3/25/2002,,40.9271,,6.8
3/26/2002,,41.196000000000005,,7.03
3/27/2002,,40.8285,,6.805
3/28/2002,,41.3215,,6.9879999999999995
3/29/2002,,41.3215,,6.9879999999999995
4/1/2002,,41.1871,,6.9
4/2/2002,,40.6941,,6.718
4/3/2002,,40.7837,,6.735
4/4/2002,,40.6224,,6.805
4/5/2002,,40.5148,,6.675
4/8/2002,,39.6274,,6.655
4/9/2002,,38.2739,,6.853
4/10/2002,,39.3496,,6.765
4/11/2002,,37.4852,,6.763
4/12/2002,,37.9513,,6.968
4/15/2002,,37.0908,,6.747999999999999
4/16/2002,,39.0807,,6.997999999999999
4/17/2002,,38.4174,,6.725
4/18/2002,,38.0499,,6.837999999999999
4/19/2002,,37.6465,,6.7
4/22/2002,,35.8538,,6.763
4/23/2002,,35.9793,,6.702999999999999
4/24/2002,,36.6605,,6.1
4/25/2002,,37.1266,,6.25
4/26/2002,,36.9294,,6.285
4/29/2002,,35.0919,,6.2
4/30/2002,,35.9524,,6.28
5/1/2002,,37.2342,,6.438
5/2/2002,,37.1983,,6.55
5/3/2002,,36.1675,,6.577999999999999
5/6/2002,,35.7373,,6.382999999999999
5/7/2002,,35.4236,,6.502999999999999
5/8/2002,,37.0549,,6.443
5/9/2002,,35.9883,,6.28
5/10/2002,,35.2712,,6.195
5/13/2002,,36.6964,,6.122999999999999
5/14/2002,,37.7899,,6.103
5/15/2002,,37.8258,,6.37
5/16/2002,,39.4302,,6.082999999999999
5/17/2002,,38.6683,,6.25
5/20/2002,,38.005,,5.945
5/21/2002,,38.5608,,6.063
5/22/2002,,38.8655,,5.938
5/23/2002,,39.6005,,6.047999999999999
5/24/2002,,38.991,,5.95
5/27/2002,,38.991,,5.95
5/28/2002,,40.0218,,6.065
5/29/2002,,39.3406,,5.898
5/30/2002,,39.4302,,6.13
5/31/2002,,38.5429,,5.955
6/3/2002,,37.8078,,5.792999999999999
6/4/2002,,37.9602,,5.813
6/5/2002,,37.781,,5.845
6/6/2002,,36.7502,,5.688
6/7/2002,,37.1804,,5.625
6/10/2002,,37.3597,,5.95
6/11/2002,,36.3289,,5.712999999999999
6/12/2002,,37.3866,,5.825
6/13/2002,,37.0639,,5.867999999999999
6/14/2002,,37.028,,6.035
6/17/2002,,37.53,,6.132999999999999
6/18/2002,,38.005,,6.212999999999999
6/19/2002,,35.6835,,5.9879999999999995
6/20/2002,,35.8,,6.007999999999999
6/21/2002,,36.0779,,6.0
6/24/2002,,35.5849,,5.785
6/25/2002,,34.6437,,5.795
6/26/2002,,34.6886,,5.693
6/27/2002,,35.1636,,5.718
6/28/2002,,35.9883,,5.8
7/1/2002,,34.2762,,5.45
7/2/2002,,33.3172,,5.212999999999999
7/3/2002,,33.6847,,5.4879999999999995
7/4/2002,,33.6847,,5.4879999999999995
7/5/2002,,34.8589,,5.45
7/8/2002,,34.5541,,5.39
7/9/2002,,33.4875,,5.337999999999999
7/10/2002,,32.3581,,5.005
7/11/2002,,33.7026,,4.91
7/12/2002,,31.641,,5.193
7/15/2002,,31.5065,,5.038
7/16/2002,,31.3721,,5.255
7/17/2002,,31.6948,,5.425
7/18/2002,,30.5206,,5.25
7/19/2002,,29.1312,,5.063
7/22/2002,,25.6803,,4.948
7/23/2002,,24.5868,,4.643
7/24/2002,,24.9632,,5.475
7/25/2002,,24.7391,,5.893
7/26/2002,,25.7968,,5.88
7/29/2002,,27.2758,,5.975
7/30/2002,,27.0696,,6.013
7/31/2002,,29.5794,,6.085
8/1/2002,,28.1094,,6.125
8/2/2002,,28.6651,,5.992999999999999
8/5/2002,,27.0248,,5.75
8/6/2002,,26.7738,,6.005
8/7/2002,,26.4153,,6.103
8/8/2002,,26.6215,,6.268
8/9/2002,,27.1144,,6.332999999999999
8/12/2002,,26.98,,6.2
8/13/2002,,26.3526,,6.125
8/14/2002,,27.7419,,6.325
8/15/2002,,27.2937,,6.247999999999999
8/16/2002,,28.4052,,6.263
8/19/2002,,30.1082,,6.313
8/20/2002,,28.5038,,6.337999999999999
8/21/2002,,28.9968,,6.365
8/22/2002,,29.3912,,6.32
8/23/2002,,28.3604,,6.278
8/26/2002,,29.0416,,6.263
8/27/2002,,28.5665,,6.215
8/28/2002,,27.7509,,6.195
8/29/2002,,27.6971,,6.235
8/30/2002,,27.7867,,6.155
9/2/2002,,27.7867,,6.155
9/3/2002,,26.3167,,5.983
9/4/2002,,26.8904,,6.075
9/5/2002,,26.3705,,6.025
9/6/2002,,26.738000000000003,,6.1129999999999995
9/9/2002,,26.7559,,6.207999999999999
9/10/2002,,27.3744,,6.2
9/11/2002,,28.4769,,6.225
9/12/2002,,27.8226,,6.19
9/13/2002,,27.2041,,6.19
9/16/2002,,27.7957,,6.18
9/17/2002,,27.3744,,6.093
9/18/2002,,27.0517,,6.155
9/19/2002,,26.3794,,6.15
9/20/2002,,26.5856,,6.2379999999999995
9/23/2002,,26.6304,,6.205
9/24/2002,,25.7699,,6.183
9/25/2002,,26.2988,,6.25
9/26/2002,,26.5856,,6.297999999999999
9/27/2002,,25.1783,,6.303
9/30/2002,,24.5957,,6.398
10/1/2002,,26.5139,,6.375
10/2/2002,,27.2041,,6.325
10/3/2002,,29.4898,,6.4
10/4/2002,,30.1172,,6.462999999999999
10/7/2002,,29.0416,,6.438
10/8/2002,,29.0237,,6.425
10/9/2002,,28.8175,,6.25
10/10/2002,,29.5346,,6.188
10/11/2002,,31.5424,,6.225
10/14/2002,,31.1121,,6.2379999999999995
10/15/2002,,31.4617,,6.172999999999999
10/16/2002,,31.148000000000003,,6.193
10/17/2002,,32.0533,,6.1979999999999995
10/18/2002,,31.3452,,6.178
10/21/2002,,31.9816,,6.09
10/22/2002,,33.836999999999996,,5.973
10/23/2002,,32.9228,,6.35
10/24/2002,,33.0662,,6.505
10/25/2002,,32.7793,,6.513
10/28/2002,,33.7115,,6.525
10/29/2002,,32.8062,,6.425
10/30/2002,,34.2762,,6.375
10/31/2002,,33.846,,6.422999999999999
11/1/2002,,34.59,,6.412999999999999
11/4/2002,,35.1547,,6.502999999999999
